,0,1,2
0,100,75.536676138855,N
1,100,75.536676138855,N
2,100,75.536676138855,N
3,100,75.536676138855,N
4,100,75.536676138855,N
5,100,75.536676138855,N
6,100,75.536676138855,N
7,100,75.536676138855,N
8,100,75.536676138855,N
9,100,75.536676138855,N
10,100,75.536676138855,N
11,100,75.536676138855,N
12,100,75.536676138855,N
13,100,75.536676138855,N
14,100,75.536676138855,N
15,100,75.536676138855,N
16,100,75.536676138855,N
17,100,75.536676138855,N
18,100,75.536676138855,N
19,100,75.536676138855,N
20,100,75.536676138855,N
21,100,75.536676138855,N
22,100,75.536676138855,N
23,100,75.536676138855,N
24,100,75.536676138855,N
25,100,75.536676138855,N
26,100,75.536676138855,N
27,100,75.536676138855,N
28,100,75.536676138855,N
29,100,75.536676138855,N
30,100,75.536676138855,N
31,100,75.536676138855,N
32,100,75.536676138855,N
33,100,75.536676138855,N
34,100,75.536676138855,N
35,100,75.536676138855,N
36,100,75.536676138855,N
37,100,75.536676138855,N
38,100,75.536676138855,N
39,100,75.536676138855,N
40,100,75.536676138855,N
41,100,75.536676138855,N
42,100,75.536676138855,N
43,100,75.536676138855,N
44,100,75.536676138855,N
45,100,75.536676138855,N
46,100,75.536676138855,N
47,100,75.536676138855,N
48,100,75.536676138855,N
49,100,75.536676138855,N
50,100,75.536676138855,N
51,100,75.536676138855,N
52,100,75.536676138855,N
53,100,75.536676138855,N
54,100,75.536676138855,N
55,100,75.536676138855,N
56,100,75.536676138855,N
57,100,75.536676138855,N
58,100,75.536676138855,N
59,100,75.536676138855,N
60,100,75.536676138855,N
61,100,75.536676138855,N
62,100,75.536676138855,N
63,100,75.536676138855,N
64,100,75.536676138855,N
65,100,75.536676138855,N
66,100,75.536676138855,N
67,100,75.536676138855,N
68,100,75.536676138855,N
69,100,75.536676138855,N
70,100,75.536676138855,N
71,100,75.536676138855,N
72,100,75.536676138855,N
73,100,75.536676138855,N
74,100,75.536676138855,N
75,100,75.536676138855,N
76,100,75.536676138855,N
77,100,75.536676138855,N
78,100,75.536676138855,N
79,100,75.536676138855,N
80,100,75.536676138855,N
81,100,75.536676138855,N
82,100,75.536676138855,N
83,100,75.536676138855,N
84,100,75.536676138855,N
85,100,75.536676138855,N
86,100,75.536676138855,N
87,100,75.536676138855,N
88,100,75.536676138855,N
89,100,75.536676138855,N
90,100,75.536676138855,N
91,100,75.536676138855,N
92,100,75.536676138855,N
93,100,75.536676138855,N
94,100,75.536676138855,N
95,100,75.536676138855,N
96,100,75.536676138855,N
97,100,75.536676138855,N
98,100,75.536676138855,N
99,100,75.536676138855,N
100,100,75.536676138855,N
101,100,75.536676138855,N
102,100,75.536676138855,N
103,100,75.536676138855,N
104,100,75.536676138855,N
105,100,75.536676138855,N
106,100,75.536676138855,N
107,100,75.536676138855,N
108,100,75.536676138855,N
109,100,75.536676138855,N
110,100,75.536676138855,N
111,100,75.536676138855,N
112,100,75.536676138855,N
113,100,75.536676138855,N
114,100,75.536676138855,N
115,100,75.536676138855,N
116,100,75.536676138855,N
117,100,75.536676138855,N
